city ,latitude,longitude,sexo,amount_loss,time,year
Campo Limpo,-23.6446618,-46.7704507,1,700,00:00.0,2011
Centro,-23.547823,-46.6304971,1,1300,30:00.0,2011
São Paulo,-23.5342401,-46.6256054,0,4000,30:00.0,2011
Vila Mangalot,-23.4960378,-46.7455293,1,5,30:00.0,2011
São Paulo,-23.535048,-46.654522,0,30,30:00.0,2011
Centro,-23.5487231,-46.6434522,1,2000,00:00.0,2011
Aricanduva,-23.5625718,-46.5113065,1,700,30:00.0,2011
Vila Zelina,-23.587354,-46.5781602,1,2000,00:00.0,2011
Bela Vista,-23.5603045,-46.6433549,0,500,30:00.0,2011
Vila Moinho Velho,-23.6171454,-46.6051209,1,700,00:00.0,2011
Vila Mirante,-23.4676677,-46.7197761,1,0,30:00.0,2011
Ipiranga,-23.6013074,-46.6043062,0,2600,00:00.0,2011
Parque Sônia,-23.5014792,-46.443319,1,1200,00:00.0,2011
Cidade Tiradentes,-23.580136,-46.4128822,0,400,30:00.0,2011
Vila Marari,-23.6625822,-46.6622255,0,1000,30:00.0,2011
São Paulo,-23.5159233,-46.6249783,0,150,00:00.0,2011
Jardim Leonor,-23.6023416,-46.7219792,1,300,00:00.0,2011
Mirandópolis,-23.6180679,-46.6392973,1,3000,00:00.0,2011
Jardim Celeste,-23.5961332,-46.7477859,1,2500,00:00.0,2011
Vila Mariana,-23.5795597,-46.634744,0,800,00:00.0,2011
Vila Independência,-23.5904676,-46.5932852,1,600,00:00.0,2011
Água Branca,-23.5288575,-46.6690049,0,1500,00:00.0,2011
クルシーノ,-23.6300504,-46.6278743,1,2000,45:00.0,2011
Jardim Aricanduva,-23.5643516,-46.5127583,0,1,00:00.0,2011
Guaianazes,-23.5427665,-46.4202776,0,0,45:00.0,2011
Jardim Lar São Paulo,-23.6097674,-46.7401054,0,50,00:00.0,2011
Jabaquara,-23.6365697,-46.6390062,0,500,00:00.0,2011
Jardim Felicidade (Zona Norte),-23.489416,-46.727822,1,800,00:00.0,2011
Bela Vista,-23.5511974,-46.6463636,1,2800,30:00.0,2011
São Pedro,-23.5511918,-46.8049723,0,3,45:00.0,2011
Bela Vista,-23.562802,-46.654406,1,45,30:00.0,2011
Cerqueira César,-23.5578869,-46.6619152,1,0,00:00.0,2011
Freguesia do Ó,-23.4795202,-46.6913305,0,500,00:00.0,2011
São Paulo,-23.5587945,-46.6599718,1,4000,00:00.0,2011
Vila Industrial,-23.602828,-46.5307326,1,14000,15:00.0,2011
Rua Frei Caneca,-23.5531416,-46.6522409,1,3500,30:00.0,2011
Consolação,-23.54787546,-46.64857064,1,1.4,10:00.0,2011
São Paulo,-23.5868341,-46.7507251,0,3000,36:00.0,2011
Avenida Professor Luciano Gualberto,-23.5627554,-46.7222813,0,1500,30:00.0,2011
São Paulo,-23.5867032,-46.7076888,0,3100,30:00.0,2011
Pinheiros,-23.5559371,-46.6779576,1,1500,00:00.0,2011
Móoca,-23.5502983,-46.600859,1,500,20:00.0,2011
Paraíso,-23.5669239,-46.6442932,1,1500,30:00.0,2011
São Paulo,-23.5603759,-46.7120177,1,1000,00:00.0,2011
Santa Cecília,-23.5404016,-46.6463933,1,2000,40:00.0,2011
Vila Cruzeiro,-23.6355416,-46.7116955,0,7000,00:00.0,2011
Vila Maria,-23.5145254,-46.5894237,1,30000,40:00.0,2011
Perdizes,-23.5369894,-46.6733987,1,38000,00:00.0,2011
カンポ・グランデ,-23.6874386,-46.6777556,0,2000,00:00.0,2011
Ipiranga,-23.5768005,-46.6047622,1,2500,30:00.0,2011
São Paulo,-23.5746237,-46.6416296,1,2000,00:00.0,2011
Móoca,-23.5622622,-46.5967561,0,300,01:00.0,2011
Santana,-23.5166143,-46.634748,1,1500,00:00.0,2011
Perdizes,-23.5497765,-46.677929,1,400,30:00.0,2011
Pinheiros,-23.5483496,-46.6919774,1,5000,10:00.0,2011
V Mariana,-23.59854,-46.636411,1,0,30:00.0,2011
São Paulo,-23.6382037,-46.5928782,1,1500,44:00.0,2011
Horto Florestal,-23.4570177,-46.6294046,0,9000,00:00.0,2011
Vila Mariana,-23.5804675,-46.6445931,1,2000,00:00.0,2011
Itaim Bibi,-23.6039897,-46.674982,0,1280,00:00.0,2011
Casa Verde,-23.5003834,-46.6544128,1,30000,30:00.0,2011
Tatuapé,-23.5451044,-46.5637822,1,1000,00:00.0,2011
Itaim Bibi,-23.585811,-46.6711103,0,0,40:00.0,2011
Aricanduva,-23.5791933,-46.511479,1,40033,00:00.0,2011
Santa Cecília,-23.5343062,-46.6575623,1,0,00:00.0,2011
Penha,-23.5223718,-46.5492221,1,3000,00:00.0,2011
"ヴィーラ・グァラニー (ゾーナ・スー)",-23.6403102,-46.6342352,1,6000,00:00.0,2011
Ipiranga,-23.5947164,-46.6073095,0,8000,00:00.0,2011
Jardim Soraia,-23.5185673,-46.4761455,0,700,30:00.0,2011
Vila Jacuí,-23.4987576,-46.4532178,0,0,00:00.0,2011
Cidade Monções,-23.6110205,-46.6890427,0,450,00:00.0,2011
Jardim Paulista,-23.5633311,-46.6760325,1,2000,15:00.0,2011
Tremembé,-23.4592734,-46.6082409,1,200,26:00.0,2011
Campo Belo,-23.6350045,-46.6597505,1,1000,30:00.0,2011
Vila Mariana,-23.5912946,-46.6202926,1,1000,00:00.0,2011
ヴィーラ・エレナ,-23.4897683,-46.4176142,1,2000,00:00.0,2011
Vila Maria,-23.5154679,-46.5864541,1,15000,59:00.0,2011
Higienópolis,-23.5435013,-46.6651579,1,2000,00:00.0,2011
Saúde,-23.609091,-46.6370189,0,0,30:00.0,2011
São Paulo,-23.6442956,-46.6727591,1,0,00:00.0,2011
São Paulo,-23.509654,-46.62491,1,800,00:00.0,2011
Vila Gomes Cardim,-23.5458748,-46.5616009,1,650,00:00.0,2011
Bela Vista,-23.5676244,-46.6487328,1,1500,00:00.0,2011
Jardim Ibitirama,-23.5930455,-46.5842824,1,4000,15:00.0,2011
Vila Guarani,-23.6328527,-46.6410581,1,250,00:00.0,2011
Ipiranga,-23.6012343,-46.5959455,0,0,30:00.0,2011
Avenida Professor Orlando Marquês Paiva,-23.5684962,-46.7403749,1,300,00:00.0,2011
República,-23.5507645,-46.6462555,1,800,40:00.0,2011
"Vila Curuçá",-23.4940216,-46.4200184,1,0,00:00.0,2011
Vila Mariana,-23.590108,-46.6493623,1,70,00:00.0,2011
Butantã,-23.5719433,-46.7300531,1,600,30:00.0,2011
Penha,-23.5267191,-46.5238399,1,0,15:00.0,2011
Itaim Bibi,-23.5838342,-46.6770973,1,1600,59:00.0,2011
Consolação,-23.5429939,-46.653237,1,0,00:00.0,2011
São Paulo,-23.5604379,-46.7275355,1,700,00:00.0,2011
Tatuapé,-23.5523263,-46.5643554,1,260,00:00.0,2011
Jardim São Paulo,-23.4932919,-46.617071,0,0,00:00.0,2011
Penha,-23.5294096,-46.5405344,1,0,00:00.0,2011
Vila Moraes,-23.6215565,-46.6108798,1,1000,30:00.0,2011
Penha,-23.52945161,-46.53358959,0,0,31:00.0,2011
Consolação,-23.5573363,-46.660438,1,3200,45:00.0,2011
Alto de Pinheiros,-23.53676,-46.7121215,1,0,00:00.0,2011
Consolação,-23.5553754,-46.6571533,0,2000,00:00.0,2011
São João,-23.4093372,-46.4602869,1,9500,30:00.0,2011
Vila Pompeia,-23.5291121,-46.6834351,0,400,15:00.0,2011
Ipiranga,-23.60681612,-46.59283239,1,500,30:00.0,2011
Vila Buarque,-23.543904,-46.6448345,1,2000,30:00.0,2011
Praça Franklin Roosevelt,-23.5482642,-46.6459831,1,3.5,00:00.0,2011
Vila Mariana,-23.5799964,-46.6466803,1,1200,15:00.0,2011
Vila Arens II,-23.2038448,-46.870424,1,300,00:00.0,2011
Moema,-23.6076592,-46.6687338,1,700,40:00.0,2011
República,-23.5431443,-46.6413145,1,0,00:00.0,2011
Vila Clementino,-23.5932791,-46.6419458,1,0,00:00.0,2011
Vila Nair,-23.60786738,-46.61206227,1,500,55:00.0,2011
Sapopemba,-23.5973292,-46.50714533,0,1,15:00.0,2011
Rio Pequeno,-23.56976832,-46.75531457,0,50,20:00.0,2011
Barra Funda,-23.5238013,-46.6617951,1,700,00:00.0,2011
Vila Monte Santo,-23.5061232,-46.4738753,1,7.5,41:00.0,2011
Consolação,-23.5523481,-46.65826,0,1000,00:00.0,2011
Sumaré,-23.5502036,-46.6782607,0,1000,15:00.0,2011
Pacaembu,-23.5537446,-46.6711858,1,0,30:00.0,2011
Saúde,-23.6130049,-46.6318468,0,2100,05:00.0,2011
Jardim Ubirajara,-23.52431519,-46.43307846,0,500,10:00.0,2011
Consolação,-23.55413893,-46.67048323,1,2,30:00.0,2011
Ferreira,-23.5971851,-46.7450565,0,2000,00:00.0,2011
Vila Andrade,-23.63790783,-46.74089681,1,0,25:00.0,2011
Butantã,-23.58043375,-46.71875207,1,3,45:00.0,2011
Parque Cisper,-23.64641549,-46.60978675,0,700,00:00.0,2011
Vila Mariana,-23.5804967,-46.6383876,0,3000,00:00.0,2011
Santana,-23.4879664,-46.6308733,1,1200,00:00.0,2011
Tatuapé,-23.54248336,-46.56409435,1,10,04:00.0,2011
Vila Buarque,-23.5446681,-46.6448679,1,5000,00:00.0,2011
Moema,-23.60077263,-46.67090966,0,50,00:00.0,2011
"Várzea da Barra Funda",-23.519358,-46.6755021,1,3500,30:00.0,2011
Vila Sônia,-23.61138028,-46.73508387,1,0,20:00.0,2011
São Paulo,-23.51129,-46.708571,1,500,00:00.0,2011
Ipiranga,-23.6049981,-46.5992083,1,350,30:00.0,2011
Vila Alexandria,-23.6414603,-46.6691435,0,3000,00:00.0,2011
Saúde,-23.60629568,-46.63026833,1,0,10:00.0,2011
Moema,-23.60059709,-46.66364194,1,4,16:00.0,2011
Butanta,-23.5799115,-46.7444386,1,10999,00:00.0,2011
Vila Euthalia,-23.5449959,-46.5249889,1,1200,30:00.0,2011
Parque Boturussu,-23.5053858,-46.4785897,1,0,00:00.0,2011
São Paulo,-23.465581,-46.679345,0,500,43:00.0,2011
Jabaquara,-23.63171366,-46.64358249,0,500,00:00.0,2011
Vila Laís,-23.52173,-46.5350738,1,0,30:00.0,2011
Se,-23.5554866,-46.6323612,1,0,00:00.0,2011
Vila Butanta,-23.5655048,-46.7465341,1,500,30:00.0,2011
Rio Pequeno,-23.5654729,-46.7479743,0,0,30:00.0,2011
Engenheiro Goulart,-23.5028051,-46.5214826,1,4000,00:00.0,2011
"Vila Nova Curuçá",-23.5223607,-46.4194766,1,350,30:00.0,2011
Vila Lisboa,-23.6909323,-46.6980658,1,3500,00:00.0,2011
Jardim Prudência,-23.654629,-46.6732139,1,3500,00:00.0,2011
Liberdade,-23.5607208,-46.632811,0,1300,00:00.0,2011
Ipiranga,-23.5854586,-46.6073571,1,600,00:00.0,2011
Parque Cruzeiro do Sul,-23.4923388,-46.4551874,1,20,30:00.0,2011
Bela Vista,-23.5679128,-46.6492538,1,0,00:00.0,2011
São Paulo,-23.5501653,-46.6328919,0,7,00:00.0,2011
Jardim São Benedito,-23.7196557,-46.6884455,0,490,45:00.0,2011
Vila Progresso,-23.517347,-46.4436529,0,800,15:00.0,2011
Guaianazes,-23.5943982,-46.4194756,1,20000,00:00.0,2011
São Paulo,-23.65274,-46.601585,1,800,45:00.0,2011
Vila das Belezas,-23.6426134,-46.7379207,1,14000,00:00.0,2011
Vila Sabrina,-23.4920551,-46.5740001,1,100,45:00.0,2011
Parque das Paineiras,-23.5369017,-46.4818686,0,0,30:00.0,2011
Santo Amaro,-23.6450482,-46.73065,1,50000,00:00.0,2011
Vila Cruzeiro,-23.6359412,-46.7131825,0,2000,00:00.0,2011
Bela Vista,-23.5669748,-46.6421046,1,12000,45:00.0,2011
Vila Firmiano Pinto,-23.5996758,-46.6225695,1,1,00:00.0,2011
Vila Leopoldina,-23.528135,-46.733624,0,900,15:00.0,2011
República,-23.5428857,-46.6441609,1,0,00:00.0,2011
Vila Antonio,-23.5811752,-46.7696281,1,5000,00:00.0,2011
Interlagos,-23.6991858,-46.7149034,1,20,30:00.0,2011
São Paulo,-23.550717,-46.633574,1,3000,30:00.0,2011
Pinheiros,-23.5496611,-46.726871,1,700,00:00.0,2011
Jardim das Camélias,-23.5138561,-46.4578489,1,30000,00:00.0,2011
Jardim América,-23.5652978,-46.6765241,1,3500,45:00.0,2011
Consolação,-23.5517998,-46.6516368,0,400,30:00.0,2011
"Brás",-23.5484406,-46.6258749,1,2000,00:00.0,2011
São Paulo,-23.5688851,-46.6400557,0,1,00:00.0,2011
Vila Amélia,-23.4812665,-46.6955728,1,1100,00:00.0,2011
Vila Gomes Cardim,-23.5486528,-46.5702535,1,2000,00:00.0,2011
Vila Moraes,-23.6273402,-46.6094486,0,100,00:00.0,2011
Jardim Arize,-23.5602628,-46.5078,1,350,30:00.0,2011
Vila Andrade,-23.6239619,-46.732447,0,900,00:00.0,2011
Vila Granada,-23.5240129,-46.5143105,0,41000,00:00.0,2011
Parque Ipe,-23.6428526,-46.7626786,1,3500,00:00.0,2011
Vila Pompéia,-23.5392397,-46.6832956,0,0,00:00.0,2011
Vila Prudente,-23.5743203,-46.584173,1,1200,00:00.0,2011
São Paulo,-23.5718291,-46.7395025,1,30,45:00.0,2011
Jardim Casablanca,-23.6513687,-46.7455791,0,600,15:00.0,2011
Cidade Mãe do Céu,-23.5412364,-46.5770531,0,0,00:00.0,2011
Cerqueira César,-23.5520542,-46.6525632,1,750,30:00.0,2011
Jardim das Flores,-23.6744728,-46.7380262,0,8,00:00.0,2011
Santo Amaro,-23.6546113,-46.7069012,1,132,00:00.0,2011
São João Climaco,-23.6320539,-46.5828236,0,0,00:00.0,2011
Butantã,-23.586788,-46.7522796,1,60,00:00.0,2011
Vila Alexandria,-23.6405177,-46.6722623,0,0,00:00.0,2011
Vila Mariana,-23.5806713,-46.6338311,1,370,00:00.0,2011
Saúde,-23.61191273,-46.64352328,1,800,33:00.0,2011
"Brás",-23.5426864,-46.6169095,1,300,00:00.0,2011
Sumarezinho,-23.550396,-46.6897391,1,9000,00:00.0,2011
Jardim Pinheiros,-23.583219,-46.7469085,1,400,00:00.0,2011
São Paulo,-23.556094,-46.662443,0,2000,00:00.0,2011
Ipiranga,-23.5954496,-46.6046748,0,8000,15:00.0,2011
Brasilândia,-23.473824,-46.6891345,1,300,00:00.0,2011
"Chácara Santana",-23.6738659,-46.7475868,0,70,30:00.0,2011
Vila Romana,-23.5409488,-46.7010503,0,400,00:00.0,2011
"Chácara Santo Antônio (Zona Leste)",-23.5475637,-46.552287,0,650,15:00.0,2011
Morumbi,-23.6087025,-46.7260626,0,800,00:00.0,2011
Cursino,-23.6004724,-46.6302391,1,0,00:00.0,2011
Jardim Roseli,-23.5980481,-46.4396711,1,0,30:00.0,2011
Vila Tupi,-24.0161115,-46.4672065,1,0,00:00.0,2011
Jardim Mangalot,-23.4879394,-46.7467574,1,1000,00:00.0,2011
Jardim Leonor Mendes de Barros,-23.4661202,-46.6050995,1,800,15:00.0,2011
Luz,-23.5337658,-46.6305171,0,1500,00:00.0,2011
São João Climaco,-23.6245488,-46.5935846,0,900,45:00.0,2011
Vila Madalena,-23.5487256,-46.6945646,0,5000,45:00.0,2011
Mooca,-23.5526225,-46.6257026,1,200,30:00.0,2011
Vila Mariana,-23.5955086,-46.6273485,1,400,30:00.0,2011
Planalto Paulista,-23.617887,-46.6495138,0,5,00:00.0,2011
Vila Morse,-23.5990813,-46.7261449,0,800,15:00.0,2011
Itaim Bibi,-23.6021009,-46.6760846,1,1200,45:00.0,2011
Aricanduva,-23.5847173,-46.5133084,1,750,15:00.0,2011
Piraporinha,-23.6761747,-46.5882034,1,0,30:00.0,2011
Bela Vista,-23.5618426,-46.6561694,0,600,15:00.0,2011
Campos Elíseos,-23.5356122,-46.6453736,0,800,15:00.0,2011
Vila Lageado,-23.5513353,-46.7471554,1,40000,00:00.0,2011
Pinheiros,-23.5639617,-46.6784678,1,2000,30:00.0,2011
"Chácara Inglesa",-23.5989979,-46.6291221,0,3000,15:00.0,2011
Pinheiros,-23.5673052,-46.7018033,1,0,45:00.0,2011
Vila Nina,-23.4745623,-46.6930134,1,5000,30:00.0,2011
"Brás",-23.5392825,-46.6080296,1,600,30:00.0,2011
Quitaúna,-23.5306697,-46.8153641,0,300,00:00.0,2011
Vila Olimpia,-23.5982896,-46.6820566,1,6,00:00.0,2011
Jardim Germânia,-23.6516385,-46.7555029,0,400,00:00.0,2011
Jardim Paulista,-23.5684247,-46.6521314,1,1000,00:00.0,2011
Consolação,-23.5551772,-46.6570159,0,1500,00:00.0,2011
Bela Vista,-23.5679556,-46.6465267,0,500,00:00.0,2011
Consolação,-23.5482687,-46.6505841,1,2000,15:00.0,2011
Vila Carmosina,-23.5588536,-46.4656938,1,103,00:00.0,2011
Jardim Ponte Rasa,-23.510645,-46.4858741,1,600,45:00.0,2011
Parque Jabaquara,-23.6376945,-46.6541047,1,150,15:00.0,2011
Ipiranga,-23.6007098,-46.5965875,0,3000,15:00.0,2011
Pinheiros,-23.5496611,-46.726871,1,1500,00:00.0,2011
São Paulo,-23.52044,-46.699604,1,300,00:00.0,2011
Liberdade,-23.5618964,-46.6377389,1,400,30:00.0,2011
Rio Pequeno,-23.5804879,-46.7717171,0,50,00:00.0,2011
Vila Jacui,-23.4985606,-46.4520559,1,2000,30:00.0,2011
São Paulo,-23.671273,-46.7121481,0,1500,15:00.0,2011
Vila Sônia,-23.5868015,-46.7509875,1,250,00:00.0,2011
Cidade Auxiliadora,-23.6573247,-46.768594,0,499,30:00.0,2011
Jabaquara,-23.6501261,-46.6632056,1,25000,00:00.0,2011
Vila Moinho Velho,-23.6091552,-46.599795,1,3000,15:00.0,2011
Cidade Ademar,-23.6833954,-46.6679107,1,30,45:00.0,2011
"Vila Paranaguá",-23.4956262,-46.4782385,1,700,00:00.0,2011
Rua do Matão,-23.5623213,-46.7292459,0,2000,00:00.0,2011
Mooca,-23.5617518,-46.5955819,1,25000,45:00.0,2011
Guarapiranga,-23.6765101,-46.7429145,0,0,30:00.0,2011
Ipiranga,-23.5908748,-46.601393,1,700,30:00.0,2011
"ヴィーラ・グァラニー (ゾーナ・スー)",-23.6308481,-46.6283299,1,300,00:00.0,2011
Itaim Bibi,-23.6039897,-46.674982,1,4000,45:00.0,2011
Jardim Egle,-23.5874504,-46.4958083,0,400,00:00.0,2011
Vila Mazzei,-23.4786639,-46.6062043,0,300,45:00.0,2011
Conjunto Habitacional Jova Rural,-23.4518578,-46.5777408,0,1300,45:00.0,2011
Parque Guarapiranga,-23.668429,-46.7315205,0,100,45:00.0,2011
Parque São Luís,-23.483627,-46.6907849,0,37,00:00.0,2011
Parque Ipê,-23.5925672,-46.7955707,1,2000,00:00.0,2011
Água Branca,-23.5277651,-46.6716154,1,500,30:00.0,2011
Vila Mariana,-23.5890012,-46.6353376,0,1200,15:00.0,2011
Morumbi,-23.6164031,-46.7127234,0,1500,00:00.0,2011
Limoeiro,-23.5117664,-46.4669934,1,800,15:00.0,2011
Parque Santo Antonio,-23.6665239,-46.7517465,1,500,45:00.0,2011
Vila Sônia,-23.5978684,-46.7408333,0,1800,00:00.0,2011
Parque Regina,-23.6348189,-46.7548741,0,2000,15:00.0,2011
Vila Nova Cachoeirinha,-23.4735086,-46.6536983,1,1000,45:00.0,2011
Jardim Paulista,-23.5830903,-46.6681971,1,2500,00:00.0,2011
Jardim Paulista,-23.5646537,-46.6547223,1,1900,00:00.0,2011
São Paulo,-23.555703,-46.4061502,0,800,00:00.0,2011
Lauzane Paulista,-23.4744828,-46.6499125,1,1200,00:00.0,2011
Cambuci,-23.5707548,-46.6197879,1,600,00:00.0,2011
Perdizes,-23.5426038,-46.6756856,0,2000,00:00.0,2011
Vila Lisboa,-23.6913017,-46.6997906,0,800,30:00.0,2011
Jardim Oriental,-23.6480537,-46.6510414,1,300,45:00.0,2011
Parque Ibirapuera,-23.5869807,-46.6524899,1,700,30:00.0,2011
Consolação,-23.5479087,-46.648148,1,150,00:00.0,2011
Água Branca,-23.5297692,-46.6741936,0,1000,45:00.0,2011
República,-23.5445262,-46.6424378,0,1500,00:00.0,2011
Vila Nova Conceição,-23.5843402,-46.677808,1,2000,00:00.0,2011
Saúde,-23.604464,-46.6158116,0,300,15:00.0,2011
São Paulo,-23.5589953,-46.6924496,0,4000,00:00.0,2011
Butantã,-23.5856972,-46.7216863,0,6000,00:00.0,2011
Vila Constança,-23.6717235,-46.6723627,0,0,30:00.0,2011
São Paulo,-23.5553909,-46.6627129,1,2000,30:00.0,2011
São Paulo,-23.589541,-46.634701,1,10,15:00.0,2011
São Paulo,-23.698424,-46.7857506,1,1500,15:00.0,2011
Centro,-23.5485259,-46.6297443,1,900,00:00.0,2011
Jardim Leonor,-23.6009907,-46.718651,1,400,00:00.0,2011
Jardim Europa,-23.5744724,-46.6910171,1,2000,00:00.0,2011
Jardim Arize,-23.5584269,-46.5093549,1,4000,00:00.0,2011
São Paulo,-23.6022596,-46.6737582,1,0,30:00.0,2011
Vila Primavera,-23.5938124,-46.5266308,1,1800,00:00.0,2011
Planalto Paulista,-23.6158332,-46.6502067,0,400,30:00.0,2011
Parque Sao Rafael,-23.62909553,-46.46955751,0,20000,00:00.0,2011
"Vila Universitária",-23.5660511,-46.7449854,1,500,00:00.0,2011
Parque São Luís,-23.4808947,-46.6891288,1,1600,45:00.0,2011
São Paulo,-23.5826652,-46.6857934,1,2000,00:00.0,2011
Pinheiros,-23.5564675,-46.7037548,1,1000,15:00.0,2011
Conjunto Residencial Butanta,-23.5763529,-46.7254845,0,8000,00:00.0,2011
São Paulo,-23.5847383,-46.7868767,0,450,30:00.0,2011
São Paulo,-23.533648,-46.54395,1,400,30:00.0,2011
"ヴィーラ・グァラニー (ゾーナ・スー)",-23.6321242,-46.6436324,0,0,00:00.0,2011
Vila Marte,-23.6220484,-46.6001644,1,800,15:00.0,2011
São Paulo,-23.573606,-46.698914,1,750,15:00.0,2011
São Paulo,-23.5827164,-46.6379292,0,750,00:00.0,2011
Barra Funda,-23.5125996,-46.6906183,0,900,00:00.0,2011
Vila Baruel,-23.5036679,-46.6578362,1,20,00:00.0,2011
São Paulo,-23.585265,-46.6905933,0,1500,45:00.0,2011
Consolação,-23.5498869,-46.653665,1,1,00:00.0,2011
São Paulo,-23.49862,-46.519491,1,350,30:00.0,2011
Moema,-23.6028473,-46.6650552,1,3500,00:00.0,2011
Bela Vista,-23.5544674,-46.6455782,1,1500,30:00.0,2011
Pinheiros,-23.5604361,-46.6714715,0,600,45:00.0,2011
Jardim Santa Mônica,-23.4780032,-46.7478165,1,1500,00:00.0,2011
Sé,-23.5524414,-46.6299693,0,600,00:00.0,2011
República,-23.5474544,-46.6473496,1,1000,30:00.0,2011
São Paulo,-23.6308086,-46.6300784,1,6000,07:00.0,2011
Paraíso,-23.5682672,-46.6462506,0,1600,39:00.0,2011
Moraes,-23.5451555,-46.6335665,1,500,30:00.0,2011
Jardim São Nicolau,-23.7095086,-46.704502,1,3000,00:00.0,2011
República,-23.5487185,-46.6519599,1,700,01:00.0,2011
Vila Mariana,-23.5788428,-46.6389512,0,0,45:00.0,2011
São Paulo,-23.5652778,-46.6913889,1,1500,00:00.0,2011
Vila Amalia,-23.5012985,-46.510144,1,2000,00:00.0,2011
Sé,-23.5487982,-46.6382347,1,4000,12:00.0,2011
Vila Carrão,-23.5481026,-46.5552208,1,21000,00:00.0,2011
Consolação,-23.5508502,-46.6490575,1,500,01:00.0,2011
Água Fria,-23.48177639,-46.62085321,1,0,00:00.0,2011
"Rua Nossa Senhora de Fátima",-23.5383379,-46.7806751,1,200,45:00.0,2011
Parque Boturussu,-23.5055614,-46.4858319,1,2000,00:00.0,2011
Jardim Oriental,-23.6435322,-46.6521672,1,250,00:00.0,2011
Pirituba,-23.4798747,-46.7154166,0,900,01:00.0,2011
Gaivota,-24.2009634,-46.836323,1,580,30:00.0,2011
Jardim Helena,-23.4902179,-46.417546,1,300,01:00.0,2011
Jardim Sapopemba,-23.61020743,-46.49450507,1,10,10:00.0,2011
Vila Sao Luis,-23.5707417,-46.7418814,1,0,00:00.0,2011
Santana,-23.5002579,-46.6345526,0,1200,15:00.0,2011
Vila Santa Catarina,-23.6553743,-46.6541606,0,200,00:00.0,2011
Vila Sao Luis,-23.5707565,-46.7419574,1,1,00:00.0,2011
Vila Santa Catarina,-23.6510735,-46.6675736,1,15000,30:00.0,2011
Cidade Ipava,-23.7245352,-46.7584798,1,0,45:00.0,2011
Vila Mariana,-23.5924234,-46.63664557,1,2,00:00.0,2011
Vila Clementino,-23.5968373,-46.6457296,0,1,00:00.0,2011
Jardim Paulista,-23.58324109,-46.66844163,0,2400,50:00.0,2011
Butantã,-23.5767206,-46.7198841,1,1200,00:00.0,2011
Ipiranga,-23.6034929,-46.6079164,1,1000,30:00.0,2011
São Paulo,-23.4462028,-46.7102958,1,500,15:00.0,2011
Parque Regina,-23.6326875,-46.7576423,1,2000,45:00.0,2011
Vila Brasilandia,-23.4449577,-46.7125222,0,1500,00:00.0,2011
Rio Pequeno,-23.5644787,-46.75112271,1,0,30:00.0,2011
Vila Santana,-23.5295096,-46.4536317,1,1500,00:00.0,2011
Morumbi,-23.61391367,-46.71411714,0,4.5,00:00.0,2011
Itaim Paulista,-23.4963316,-46.3765463,0,600,30:00.0,2011
Tatuapé,-23.54091642,-46.56487972,1,700,30:00.0,2011
Jardim Umuarama,-23.6854413,-46.6928467,1,0,00:00.0,2011
Instituto de Previdencia,-23.5760364,-46.7188814,1,0,00:00.0,2011
Jardim Paulista,-23.57312622,-46.65610899,1,1.5,37:00.0,2011
Itaim Bibi,-23.5839208,-46.67275537,1,0,48:00.0,2011
Liberdade,-23.56101564,-46.62753182,1,0,17:00.0,2011
Pinheiros,-23.55226119,-46.69461723,1,600,00:00.0,2011
Cidade Dutra,-23.7145708,-46.69932499,0,2,38:00.0,2011
Vila Mazzei,-23.480039,-46.6041451,0,3.6,00:00.0,2011
Mooca,-23.5516557,-46.6102937,1,900,45:00.0,2011
Itaquera,-23.55451583,-46.45248223,1,28,00:00.0,2011
Campos Elíseos,-23.5330143,-46.6452216,0,0,15:00.0,2011
Luz,-23.5364676,-46.6333508,1,0,00:00.0,2011
Sumaré,-23.5493113,-46.6841286,0,0,15:00.0,2011
Vila Assis Brasil,-23.6821287,-46.4677906,1,100,00:00.0,2011
Centro,-23.5475741,-46.6352499,0,800,00:00.0,2011
Pinheiros,-23.569498,-46.6996667,1,0,00:00.0,2011
Centro,-23.5379327,-46.6342507,1,2650,00:00.0,2011
Consolação,-23.5519053,-46.6490621,1,0,00:00.0,2011
Luz,-23.541766,-46.6293938,1,4000,30:00.0,2011
Vila São José,-23.5917545,-46.6185349,0,800,30:00.0,2011
Paraisópolis,-23.6077474,-46.7215691,1,15,00:00.0,2011
Rua Fidêncio Ramos,-23.5949381,-46.6858455,0,10,45:00.0,2011
Tucuruvi,-23.4819369,-46.6069541,0,0,00:00.0,2011
Consolação,-23.5542004,-46.6524962,0,4000,00:00.0,2011
Vila Silva Teles,-23.4995383,-46.4037219,1,600,00:00.0,2011
Parque Ibirapuera,-23.5892826,-46.6515113,1,2000,00:00.0,2011
Cambuci,-23.5740406,-46.6234089,1,30000,00:00.0,2011
Vila Robertina,-23.5000663,-46.4700737,1,1500,00:00.0,2011
Vila Prudente,-23.5897735,-46.5766106,0,838,50:00.0,2011
Socorro,-23.6959867,-46.71063563,0,1,10:00.0,2011
Ipiranga,-23.5985572,-46.61388064,0,3,04:00.0,2011
Vila Mira,-23.6545547,-46.6519786,1,550,00:00.0,2011
Itaim Bibi,-23.5842126,-46.6755628,0,10000,00:00.0,2011
São Paulo,-23.5396701,-46.5761634,1,0,00:00.0,2011
Consolação,-23.54999985,-46.6536483,1,0,15:00.0,2011
